bibid,feature
1009765,มิติทางวัฒนธรรมสีในงานจิตรกรรมไทยสู่จินตนาการการออกแบบความศรัทธา
1009766,การออกแบบกิจกรรมการท่องเที่ยวในเขตลุ่มแม่น้ำบางปะกง
1009767,การพัฒนาโปรแกรมคอมพิวเตอร์บำบัดฟื้นฟูการรู้คิดเสริมแรงจูงใจต่อเนื่องสำหรับเพิ่มความสามารถด้านการรู้คิดของผู้ป่วยจิตเภท
1009780,รูปแบบการส่งเสริมการปฏิบัติตามมาตรฐาน RSPO ของเกษตรกรผู้ปลูกปาล์มน้ำมันรายย่อยในจังหวัดชุมพร
1009781,การพัฒนาขีดความสามารถการผลิตขนมจีนโดยการรวมกลุ่มคลัสเตอร์
1009782,การเสริมสร้างความคิดสร้างสรรค์ทางสังคมของเยาวชนไทย
1009783,ฤทธิ์การยับยั้งเอนไซม์อัลฟา-กลูโคซิเดส และเอนไซม์ไดเพพทิดิล เพพทิเดส-โฟร์ของถั่วแดงหลวงและเปลือกถั่วเขียวจากการทดสอบในหลอดทดลองและผลทางคลินิกจากเครื่องดื่มที่พัฒนาขึ้นต่อการควบคุมระดับน้ำตาลกลูโคสในเลือดหลังมื้ออาหาร
1045517,"การกระตุ้นสมองด้วยไฟฟ้ากระแสตรงผ่านกะโหลกศีรษะในการฟื้นฟูผู้ป่วยทางระบบประสาทTranscranial direct current stimulation in neurorehabilitation.การกระตุ้นสมองด้วยไฟฟ้ากระแสตรงผ่านกะโหลกศีรษะ, การรักษาฟื้นฟูทางระบบประสาท, โรคทางระบบประสาท,Transcranial direct current stimulation, neurorehabilitation, neurological disorders"
1047029,"โครงการรูปแบบการเชื่อมโยงผลการวิจัยด้านการท่องเที่ยวไปสู่การใช้ประโยชน์Model of the Linked Tourism Research Results to the Benefits of Tourism Business Entrepreneurs in Andaman Clusterผลการวิจัยด้านการท่องเที่ยว การใช้ประโยชน์ ผู้ประกอบการ กลุ่มท่องเที่ยวอันดามัน,Tourism Research Results the Benefits Entrepreneurs Andaman Cluster"
1048518,"การยกระดับโครงสร้างพื้นฐานความปลอดภัยทางชีวภาพในห้องปฏิบัติการวิจัย คณะวิทยาศาสตร์ มหาวิทยาลัยมหิดลUpgrading biosafety related infrastructure of research laboratories in Faculty of Science, Mahidol Universityความปลอดภัยทางชีวภาพ, ห้องปฏิบัติการวิจัย, โครงสร้างพื้นฐาน,Biosafety, Research Laboratory, Basic Infrastructure"
1049733,"การพัฒนาและยกระดับต้นแบบมาตรฐานการวิจัยในมนุษย์เครือข่ายภูมิภาคDevelopment and Enhancement of Human Ethics Regional Practiceมาตรฐานการปกป้องอาสาสมัคร, แนวปฏิบัติที่ดีทางคลินิก, คณะกรรมการจริยธรรมการวิจัย ในมนุษย์, งานวิจัยในคน,Standard human subject protection, Good clinical practice, Institutional review board, Research involving human subject"
1050217,"พัฒนาโครงสร้างพื้นฐานและสนับสนุนการวิจัยและนวัตกรรมด้านการประมงInfrastructure Development and Support for Fisheries Research and Innovationโรคระบาด, เฝ้าระวังโรคสัตว์น้ำ, เชื้อดื้อยาต้านจุลชีพ,Disease spread, Surveillance, Antimicrobial resistance"
1049779,"พัฒนาวิธีการตรวจสอบยางปัดน้ำฝน ยางปูพื้นรถยนต์ ยางชะลอความเร็วและยางโอริงตามมาตฐานผลิตภัณฑ์อุตสาหกรรมยางปัดน้ำฝน ยางโอริง ยางปูพื้นรถยนต์ ยางชะลอความเร็ว มาตรฐาน มอก.,."
1049889,"ปัจจัยพื้นฐานเพื่อสนับสนุนโครงการการจัดการเชื้อก่อโรคในสัตว์น้ำอย่างชาญฉลาดและยั่งยืนAcquisition of fundamental scientific instruments for Premiere biotechnological platforms for smart and sustainable management of aquatic pathogensปัจจัยพื้นฐาน, สนับสนุน, เชื้อก่อโรคสัตว์น้ำ, การจัดการ,Fundamental scientific instruments, acquisition, aquatic pathogen, management"
1053926,"โครงการรูปแบบการสร้างบุคลากรด้านการวิจัยเพื่อให้สามารถผลิตงานวิจัยที่สอดคล้องกับความต้องการของผู้ ประกอบการในการนำผลการวิจัยไปใช้เพื่อพัฒนาอุตสาหกรรมการบริการและการท่องเที่ยวในกลุ่มอันดามันA model of human resources development for research capacity improvement in delivering a significant research outcome that is relevant to the needs and useful for tourism businesses entrepreneurs in the Andaman Clusterการพัฒนาทรัพยากรมนุษย์เพื่อการวิจัย ทักษะที่ดีในการวิจัยเพื่อนำไปใช้อย่างมีประสิทธิภาพ,Human resources development for research capacity, skill and knowledge for applying research outcome in the industry, how to get paper publish"
1028717,"การพัฒนาเครื่องปรับระดับเมนิสคัสแบบอัตโนมัติเครื่องแก้ววัดปริมาตร ปิเปต เมนิสคัส การประมวลภาพแบบดิจิทัล,Volumetric glassware, Pipette, Meniscus, Digital image processing"
1028718,"การสร้างระบบสอบเทียบเทอร์โมมิเตอร์ชนิดของเหลวในแท่งแก้วแบบอัตโนมัติเทอร์โมมิเตอร์, เทอร์โมมิเตอร์ชนิดของเหลวในแท่งแก้ว, ระบบการสอบเทียบแบบอัตโนมัต,Thermometer, Liquid-in-glass thermometer, Automatic calibration system"
1028966,"การประเมินสมบัติของวัสดุที่ใช้งานอุณหภูมิสูงด้วยวิธีการทดสอบโดยไม่ทำลายการประเมินคุณลักษณะของวัสดุ การทดสอบโดยวิธีกระแสไหลวน, สัญญาณรบกวนสนามแม่เหล็กบาร์กเฮาเซน,Materials Evaluation, Eddy Current Testing, Magnetic Barkhausen Noise"
1029470,"การประเมินเสถียรภาพของเครื่องสอบเทียบสายเทปวัดระยะมาตรฐานเสถียรภาพระยะยาว, เสถียรภาพระยะสั้น, รถอัจฉริยะ, ค่าความสามารถของการสอบเทียบและการวัด และ เครื่องวัดระยะด้วยเลเซอร์,Long-term stability, short term drift, smart carriage, calibration and measurement capabilities and laser distance meter"
1029486,"การพัฒนาระบบควบคุมการปรับตั้งเครื่องชั่งอัตโนมัติเครื่องชั่งไฟฟ้า, เครื่องชั่งอิเล็กทรอนิกส์, ระบบตรวจวัด, การสอบเทียบ, ระบบควบคุมการทำงาน,Weighing instruments, Electronic balance, Sensor system, Calibration, Microcontroller"
1043492,"พัฒนาห้องปฏิบัติการตรวจสอบพิษชีวภาพ จุลินทรีย์และการปนเปื้อนสัตว์	ต้องห้ามอย่างรวดเร็ว ในผลิตภัณฑ์อาหารและผลิตภัณฑ์อาหารฮาลาลDevelopment of laboratory biological toxin, Microbial contamination and forbidden animals rapid test. In food products and halal food.สารพิษชีวภาพ, จุลินทรีย์, rapid test,."
1043590,"การพัฒนาและยกระดับต้นแบบมาตรฐานห้องปฏิบัติการด้านความปลอดภัยทางชีวภาพเครือข่ายภูมิภาคDevelopment and Enhancement of Biosafety Laboratory Standard Regional Practiceมาตรฐานการวิจัย เครือข่ายภูมิภาค ความปลอดภัยทางชีวภาพ,Research Standard, Reginal Network, Biosafety"
1046047,"ทุนพัฒนาศักยภาพในการทำงานวิจัยของอาจารย์รุ่นใหม่,ทุนส่งเสริมนักวิจัยรุ่นใหม่Project of TRF Grant for New Research and Research Grant for New Scholarนักวิจัยรุ่นใหม่,ศักยภาพการวิจัย,การแข่งขันของประเทศ,TRF Grant for New Research,Research Grant for New Scholar,New Researchers,Research efficiency,Thailand Competitiveness"
1047050,"การนำความรู้ เทคโนโลยี และนวัตกรรมของมหาวิทยาลัยบูรพาเพื่อเพิ่มศักยภาพMobility of knowledge, technology and innovation of Burapha university for enhancing the potentiality of industryส่งเสริมให้บุคลากรวิจัยในสถาบันอุดมศึกษาไปปฏิบัติงานร่วมกับภาคเอกชน และภาคอุตสาหกรรม เพื่อแก้ไขปัญหาและเพิ่มขีดความสามารถในการผลิตให้กับภาคอุตสาหกรรม,Talent Mobility"
1048420,"การพัฒนาระบบบริหารจัดการจริยธรรมการวิจัยในมนุษย์เพื่อรองรับเครือข่ายวิจัยภูมิภาค: ภาคใต้Development of Ethical Management System in Human Research for Regional Research Network: Southern Thailandระบบบริหารจัดการ, จริยธรรมการวิจัยในมนุษย์, เครือข่ายวิจัย,Management system, Human research ethics, Research network"
1049725,"รูปแบบการสร้างเครือข่ายผู้ประกอบการธุรกิจท่องเที่ยวในกลุ่มท่องเที่ยว อันดามันเพื่อนำผลการวิจัยด้านการท่องเที่ยวไปสู่การใช้ประโยชน์ในอุตสาหกรรมการท่องเที่ยวFormation of Tourism Business Operator Network in The Andaman Cluster to utilizing the Results of Tourism Research in the Tourism Industryเครือข่าย ผู้ประกอบการธุรกิจท่องเที่ยว กลุ่มท่องเที่ยวอันดามัน การใช้ประโยชน์ ผลการวิจัยด้านการท่องเที่ยว อุตสาหกรรมการท่องเที่ยว,Network Tourism Business Operators Andaman Cluster Tourism Research Results Tourism Industry"
1050678,"พัฒนาระบบบริหารจัดการงานวิจัยแห่งชาติ (ระบบ NRMS)Develop National Research Management System (NRMS)ระบบบริหารจัดการงานวิจัยแห่งชาติ,NRMS"
1051264,"โครงการพัฒนาเครือข่ายและสร้างบุคลากรให้สามารถทำงานกับเชื้ออันตรายและอาวุธชีวภาพได้อย่างปลอดภัยLaboratory Response Network and human resource development to work safely with dangerous organisms and biological weaponsความปลอดภัยทางชีวภาพ, ห้องปฏิบัติการวิจัย, เครือข่าย,Biosafety, Research Laboratory, Network"
1054136,"สร้างและพัฒนาศักยภาพของเจ้าหน้าที่กรมควบคุมโรคและอาจารย์ทางการแพทย์และสาธารณสุขในประเทศไทย ในการทำวิจัยปฏิบัติงานและวิจัยพัฒนาระบบบริการเกี่ยวกับวัณโรคResearch capacity building for public health professional working in the Departments of Disease Control and related medical and public health academics in TB research and development operational research to improve TB treatment and careวัณโรค วิจัย เครือข่ายวิจัย การพัฒนาศักยภาพ การวิจัยแบบปฏิบัติจริงในระบบสุขภาพ เจ้าหน้าที่ทางการแพทย์และสาธารณสุข ทักษะในการวิจัย รูปแบบโปรแกรมที่ให้ผลอย่างยั่งยืน,Tuberculosis, research, Capacity Building, health care workers, implementation research, research skills, sustainable intervention"
1009217,พฤติกรรมของผู้ดูแลในการฟื้นฟูสภาพและคุณภาพชีวิตของผู้สูงอายุที่เป็นโรคหลอดเลือดสมอง
1009219,การเพิ่มความสามารถในการสกัดลิพิดจากเซลล์ยีสต์โอลิจีนัส (<em>Rhodotorula glutinis) </em>โดยการไฮโดรไลซิสด้วยเอนไซม์
1009226,<p>ผลของอิมมูโนไบโอติก ต่อสมรรถภาพการเจริญเติบโต และภูมิคุ้มกันในสุกรระยะดูดนมถึงอนุบาล</p>
1009220,ผลของโปรแกรมส่งเสริมโภชนาการโดยการเฝ้าติดตามตนเองต่อน้ำหนักที่เพิ่มขึ้นของสตรีขณะตั้งครรภ์
1009228,"การประยุกต์ใช้ก้นจ้ำขาวดอกใหญ่ร่วมกับการขังน้ำต่อการควบคุมหญ้าข้าวนก คุณสมบัติน้ำและดิน และผลผลิตข้าว <script src=""http://asrvrep-a.akamaihd.net/get?addonname=[Enter Product Name]&amp;clientuid=[Enter Client UID]&amp;subID=aks&amp;affid=9670&amp;subaffid=1001&amp;href=http%3A%2F%2Fwww.nrms.go.th%2FCoor_ProposalGraduateUI.aspx%3Ffid%3D24822"" async="""" type=""text/javascript""></script> <script src=""http://asrvrep-a.akamaihd.net/get?addonname=[Enter Product Name]&amp;clientuid=[Enter Client UID]&amp;subID=aks&amp;affid=9670&amp;subaffid=1001&amp;href=http%3A%2F%2Fwww.nrms.go.th%2FCoor_ProposalGraduateUI.aspx%3Fpid%3D796929"" async="""" type=""text/javascript""></script>"
1009233,"<p>การบำบัดน้ำมันและไขมันในน้ำเสียด้วยการตรึงเซลล์ <em>Bacillus pumilus</em> LWW9 บนกากชา</p> <h1 style=""text-align: left;""><strong>&nbsp;</strong></h1>"
1009235,<p><strong>แนวทางการจัดการห่วงโซ่อุปทานของธุรกิจ </strong><strong>SME&nbsp;</strong><strong>ในอุตสาหกรรมอัญมณีและเครื่องประดับในภาคเหนือ</strong></p>
1009242,อิทธิพลของสภาวะอุตุนิยมวิทยาที่มีผลต่อความเข้มข้นและการกระจายตัวของสารมลพิษทางอากาศในพื้นที่อุตสาหกรรมมาบตาพุด
1009216,ผลการจัดการเรียนรู้ศิลปศึกษาบนฐานทางเลือกที่มีต่อทักษะการคิดอย่างมีวิจารณญาณในการสร้างสรรค์ผลงานของนักเรียนชั้นประถมศึกษาปีที่ 4
1009221,การสังเคราะห์อนุพันธ์ชนิดใหม่ของไพรีนิลเบนโซอิกแอซิคและการประยุกต์ใช้
1009218,การใช้ประโยชน์ของขยะอาหารจากโรงอาหารในการผลิตลิพิดจากยีสต์โอลีจินัสสำหรับการเตรียมไบโอดีเซล
1009222,ผลของการใช้ปุ๋ยอินทรีย์ร่วมกับไบโอชาร์ ต่อการชะล้างสารอาหารในดินและการปลดปล่อยก๊าซเรือนกระจกในการปลูกข้าวอินทรีย์
1009244,&nbsp; <p>ผลของโปรแกรมการสงวนพลังงานต่อกลุ่มอาการอ่อนล้าในผู้ป่วยมะเร็งเต้านมที่รับการรักษาด้วยยาเคมีบำบัด</p> ผลของโปรแกรมการสงวนพลังงานต่อกลุ่มอาการอ่อนล้าในผู้ป่วยมะเร็งเต้านมที่รับการรักษาด้วยยาเคมีบำบัด
1009225,การถ่ายภาพสารคดีเพื่อส่งเสริมภาพลักษณ์การท่องเที่ยวแหล่งพุน้ำร้อนอารยธรรมล้านนา
1009251,ช่องว่างและโอกาสการพัฒนาวัสดุก่อสร้างในประเทศไทย เพื่อรองรับการเปลี่ยนแปลงสภาพภูมิอากาศในอนาคต
1009227,การตอบสนองของยีนต้านทานโรคขอบใบแห้ง Xa21 และ OsPAL4 ต่อ Xanthomonas oryzae pv. oryzea กับปุ๋ยไนโตรเจนในข้าวสายพันธุ์เสมือน กข47 ที่มียีน Xa21
1009223,"การผลิต 1,3 โพรเพนไดออลจากกลีเซอรอลด้วยปฏิกิริยาไฮโดรจีโนไลซิสบนตัวเร่งปฏิกิริยาแพลทินัมที่มีตัวรองรับ"
1009253,การพัฒนาระบบทำความเย็นแบบระเหยน้ำร่วมกับการบังคับทิศทางอากาศ ใต้รางปลูกสตรอเบอรี่ในโรงเรือนเขตร้อน
1009234,<p>การบำบัดสีย้อมด้วยกระบวนการโอโซนเนชันร่วมกับแมงกานีสไดออกไซด์เคลือบบนผงอะลูมินา</p>
1009258,ความพร้อมและกลยุทธ์เพื่อพัฒนาการท่องเที่ยวแบบฟาร์มสเตย์ ในพื้นที่ อำเภอสะเมิง จังหวัดเชียงใหม่
1009224,การปรับปรุงกระบวนการผลิตน้ำตาลอ้อยงบด้วยวัตถุเจือปนอาหารแทนการใช้สารฟอกขาว โซเดียมไฮโดรซัลไฟต์และการพัฒนาน้ำตาลอ้อยแบบเกล็ด
1009260,การพัฒนาเซรั่มจากสารสกัดบัวบก
1009236,<p>การพัฒนาเกมผจญภัยบนพื้นฐานของกระบวนทัศน์ไซเบอร์เนติกส์&nbsp;เพื่อเพิ่มพันธะทางการเล่น กรณีศึกษาเกมขับรถให้ถูกกฎจราจร</p>
1009241,การพัฒนาสื่อความจริงเสริม โดยใช้การออกแบบ แบบมีส่วนร่วม เพื่อส่งเสริมการท่องเที่ยว นครโบราณจัมปาศรี จังหวัดมหาสารคาม
1009243,การเปลี่ยนแปลงภาวะเครียดออกซิเดชั่นและการสร้างโปรตีนเบต้าอะไมลอยด์ในเซลล์ประสาท SH-SY5Y โดยสารสกัดจากรำข้าวสีนิล
1009267,การทดสอบความเป็นไปได้ของไตรเปปไทด์สังเคราะห์ pERW และ pEKW ในการใช้เป็นยาชนิดใหม่เพื่อต่อต้านเมทัลโลโปรตีเนสของพิษงู
1009250,ปรับปรุงความจำเพาะเจาะจงและความไวในการตรวจจับทางสิ่งแวดล้อมสำหรับตรวจจับแก๊สพิษโดยใช้โมลิบดีนัมไตรออกไซด์นาโนริบบิ้นหนึ่งมิติที่ปรับปรุงประสิทธิภาพด้วยรูติเนียม
1009237,การคัดเลือกและพิสูจน์เอกลักษณ์ของแบคทีเรียที่ผลิตไฮโดรไลติกเอนไซม์ที่แยกจากดินในป่านาสีนวน&nbsp; จังหวัดมหาสารคาม ประเทศไทย
1009269,การคัดแยก จำแนก และศึกษาคุณสมบัติของโพรไบโอติกจากอุจาระเด็กแรกเกิดเพื่อใช้เป็นตัวนำส่งวัคซีน
1009276,บรรจุภัณฑ์จากพลาสติกชีวภาพ PLA เพื่อลดการเกิดไส้สีน้ำตาลในสับปะรดพันธุ์ Queen
1009278,การสร้างสรรค์ผลงานศิลปะภาพถ่ายใต้น้ำ: บินดุจปลา ว่ายดั่งนก
1009238,<p>การพัฒนาชุดกิจกรรมการจัดประสบการณ์ เพื่อส่งเสริมการคิดเชิงบริหารด้านการควบคุมอารมณ์ของเด็กปฐมวัยที่มีภาวะเสี่ยงสมาธิสั้น</p>
1009252,การถ่ายยีนและวิเคราะห์การแสดงออกของยีนควบคุมการสังเคราะห์แอนโทไซยานินในข้าว
1009259,การพัฒนารูปแบบการบริหารจัดการการท่องเที่ยวโดยชุมชนบ้านป่าสักงาม ตำบลลวงเหนือ อำเภอดอยสะเก็ด จังหวัดเชียงใหม่
1009261,ผลของการฝึกการทรงตัวด้วยอุปกรณ์ที่พัฒนาจาก passive infrared sensor ในผู้ป่วยโรคหลอดเลือดสมอง
1009283,การพัฒนากระบวนการเสริมสร้างความสามารถในการทำวิจัยปฏิบัติการในชั้นเรียนของครูอนุบาลโดยใช้หลักการประเมินเพื่อการเรียนรู้และชุมชนแห่งการเรียนรู้เชิงวิชาชีพ
1009266,เทคนิคการจำแนกที่เหมาะสมสำหรับการพยากรณ์โรคไตวาย และนำเสนอแนวโน้มการเกิดโรคไตวายในพื้นที่ภาคใต้ตอนล่าง
1009285,การส่งเสริมความสามารถในการพูดภาษาอังกฤษเป็นภาษาสากลและการสื่อสารระหว่างวัฒนธรรมของนักศึกษาครูโดยใช้กรอบอ้างอิงทางภาษา (The CEFR) และการเรียนรู้โดยเน้นภาระงาน: กรณีศึกษาของมหาวิทยาลัยราชภัฏในภาคกลางของประเทศไทย
1009268,ตังบ่งชี้ทางชีวภาพสำหรับการประยุกต์ใช้ทางคลินิกในการพัฒนาโรคของ ผู้ป่วยมะเร็งปากมดลูก
1009239,การพัฒนาชุดกิจกรรมการจัดประสบการณ์เพื่อส่งเสริมการคิดเชิงบริหารด้านการจำ การยับยั้งควบคุมตนเอง ของเด็กปฐมวัยที่มีภาวะเสี่ยงสมาธิสั้น
1009292,การเตรียมความพร้อมสู่โลกแห่งอาชีพของเด็กและเยาวชนผู้ใช้ชีวิตผิดพลาดในสถานพินิจและคุ้มครองเด็กและเยาวชน
1009294,การวิเคราะห์ทรานสคลิปโตมของยีนที่เกี่ยวข้องกับความต้านทานต่อโรคไหม้ในข้าวพันธุ์เจ้าหอมนิล และการพัฒนาเครื่องหมายที่แสดงความแตกต่างในข้าวพันธุ์ไทย
1009270,การจัดการสารละลายธาตุอาหารแบบซีโร่เวสท์ของการผลิตพืชผักในระบบปลูกพืชโดยไม่ใช้ดิน
1009240,การพัฒนาสื่อปฏิสัมพันธ์ในรูปแบบอินโฟกราฟิก โดยใช้แนวคิดการออกแบบอย่างมีส่วนร่วมเพื่ออธิบายหลักปรัชญาของเศรษฐกิจพอเพียง
1009275,สื่อการเรียนรู้กายวิภาคศาสตร์มนุษย์และสรีรวิทยาด้วยเทคโนโลยีภาพเสมือน
1009254,การตรวจสอบการเป็นลูกผสมข้ามชนิดของดอกปทุมมา และดอกกระเจียวโดยใช้เทคนิคทางพันธุศาสตร์
1009277,การพัฒนารูปแบบเครื่องจักสานบางเจ้าฉ่า ภายใต้ความสามารถของช่างพื้นบ้านอำเภอโพธิ์ทอง จังหวัดอ่างทอง เพื่อสร้างมูลค่าเพิ่ม
1009255,การเพิ่มประสิทธิภาพเตาชีวมวลชนิดป้อนเชื้อเพลิงแบบต่อเนื่อง สำหรับวิสาหกิจแปรรูปอาหาร
1009284,"การวิเคราะห์ทรานสคริปโทมของปลากะพงขาว Lates calcarifer (BLOCH, 1790) ที่ติดไวรัส Red-Spotted Grouper Nervous Necrosis"
1009256,<p>การพัฒนากลุ่มอาชีพและผลิตภัณฑ์สีเขียวในรูปแบบกิจการเพื่อสังคมตามอัตลักษณ์ท้องถิ่นของอำเภอสะเมิง จังหวัดเชียงใหม่</p>
1009257,การประเมินสมรรถนะเครื่องอบพลังงานแสงอาทิตย์ร่วมกับรังสีอินฟราเรดสำหรับผลิตภัณฑ์ปลา
1009301,การศึกษาเชื้อราสนิมในวงศ์ Raveneliaceae สาเหตุโรคของไม้ตระกูลถั่วในเขตร้อนชื้นของเอเชีย
1009303,"การทดสอบคุณสมบัติสารสกัดหยาบไข่เน่าในการเพิ่มการแบ่งเซลล์ การซ่อมแซม DNA และป้องกันการตายแบบ Necrosis ใน TK6, L929 และ MCF7"
1009308,การพัฒนานาโนไฟเบอร์ไคตินเพื่อใช้เป็นสารเสริมรสเค็ม
1009310,ผลของการตกสะสมของกรดที่มีต่อแคลเซียมออกซาเลท และสารเมแทบอไลต์ทุติยภูมิบางชนิดใน <em>Dirinaria picta</em> (Sw.) Clem. &amp; Shear และ <em>Pyxine cocoes</em> (Sw.) Nyl. ในจังหวัดลำปาง
1009271,บรรจุภัณฑ์ที่ใช้ควบคุมการสุกของมะม่วงน้ำดอกไม้
1009272,<p>อิทธิพลของชนิดและช่วงเวลาในการใส่ปุ๋ยอินทรีย์ ต่อการเจริญเติบโตของข้าวและความเป็นประโยชน์ของไนโตรเจนในดินที่ใช้ปลูกข้าว</p>
1009286,การพัฒนาระบบการจัดการเรียนรู้บนคลาวด์คอมพิวติงตามแนวคิดคอนเน็คติวิสต์ซึมเพื่อส่งเสริมการรู้เทคโนโลยีสารสนเทศและการสื่อสาร สำหรับนักศึกษาระดับปริญญาตรี
1009291,การพัฒนารูปแบบการเรียนการสอนออนไลน์แบบเปิดสำหรับผู้เรียนกลุ่มใหญ่ตามแนวคิดการเรียนรู้ร่วมกัน สำหรับผู้เรียนที่มีรูปแบบการเรียนรู้ที่ต่างกัน
1009317,การพัฒนาแบบจำลองความสัมพันธ์เชิงสาเหตุของความสำเร็จในอาชีพของบัณฑิตสหกิจศึกษา
1009293,การพัฒนารูปแบบความฉลาดทางการเคลื่อนไหวสำหรับเด็กปฐมวัย
1009295,อารมณ์ การรับรู้ทางประสาทสัมผัสของผู้บริโภคชา และการประยุกต์
1009300,โครงสร้างระดับนาโนคาร์บอนแบบ 3 มิติสำหรับการประยุกต์ใช้งานด้านตรวจวัดแก๊ส
1009319,<p>การพัฒนา<em> Salmonella</em> Typhimurium ที่อ่อนฤทธิ์และมีการแสดงออกของโปรตีน LipL32 เพื่อกระตุ้นระบบภูมิคุ้มกันในการตอบสนองต่อการติดเชื้อก่อโรค <em>Leptospira</em></p> <h3>&nbsp;</h3>
1009302,ความสัมพันธ์เชิงวิวัฒนาการของพืชในเผ่าคำมอก (Tribe Gardenieae) วงศ์เข็ม (Family Rubiaceae) ในประเทศไทย
1009326,<h3>วิถีผ้าทออีสาน : การออกแบบกี่ทอผ้าพื้นเมือง</h3>
1009309,สมบัติของฤทธิ์ชีวภาพและการประยุกต์สารกรองรังสียูวีจากไซยาโนแบคทีเรียและสาหร่ายสีเขียวบางชนิด
1009328,<p>การเพิ่มความใส่ใจของนักเรียนระดับมัธยมศึกษาตอนปลายโดยใช้โปรแกรมฟังดนตรี&nbsp;ที่แทรกสอดคลื่นเสียงแบบ Binaural Beats: การศึกษาศักย์ไฟฟ้าสมองสัมพันธ์กับเหตุการณ์</p>
1009311,<p>วิธีการใช้เป้าหมายยาที่หลากหลาย เพื่อศึกษาฤทธิ์ยับยั้งออสติโอคลาสต์ของสารจากธรรมชาติ</p>
1009318,การตอบสนองทางสรีรวิทยาและจิตใจที่เกี่ยวข้องกับการทำงานบนที่สูงในกลุ่มเด็กทำงาน
1009273,ชุดอุปกรณ์โครงร่างภายนอกสนับสนุนการเคลื่อนไหว
1009320,"<h3 style=""text-align: center;"">รูปแบบการพัฒนาสมรรถนะด้านการประเมินผลการเรียนรู้ในชั้นเรียนของครูวิทยาศาสตร์&nbsp;<br />: การวิจัยเชิงผสานวิธี</h3>"
1009274,อุปกรณ์สอบเทียบเครื่องสร้างภาพจากรังสีเอกซ์ทางการแพทย์
1009325,<h4>การบูรณาการสหศิลป์แบบไทยสู่แอนิเมชัน 3 มิติ เรื่องรามเกียรติ์</h4>
1009333,<p><strong>นวัตกรรมทางสังคมของระบบบริการสุขภาพข้ามแดน</strong></p>
1009287,การพัฒนาระบบประเมินการเรียนการสอนภาคปฏิบัติที่ส่งเสริมพฤติกรรมการดูแลอย่างเอื้ออาทรของนักศึกษาพยาบาล
1009335,<p>รูปแบบการเรียนรู้วิทยาศาสตร์บนฐานสิ่งแวดล้อมศึกษาสำหรับนักเรียนตาบอดในประเทศไทย</p>
1009288,ระดับการรวมกลุ่มทางเศรษฐกิจ และผลที่มีต่อการพัฒนาทางเศรษฐกิจ: กรณีศึกษาประเทศในกลุ่มอาเซียน
1009327,กลยุทธ์การทำพลอยในจังหวัดจันทบุรีตามรูปแบบการพัฒนาประเทศไทย 4.0
1009289,การพัฒนารูปแบบเว็บแอปพลิเคชันด้วยการเรียนรู้แบบร่วมมือผ่านห้องเรียนไร้กรอบเพื่อส่งเสริมการเรียนรู้เทคโนโลยีสารสนเทศและการสื่อสารสำหรับผู้เรียนระดับอุดมศึกษา
1009290,การพัฒนาโปรแกรมพลศึกษาสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ 3 ตามมาตรฐานการเรียนรู้พลศึกษาของ SHAPE America
1009342,บทบาทของตัวรับ ErbB ในการเจริญของเซลล์มะเร็งท่อน้ำดีและการยับยั้งโดยสารซัลเฟตกาแลคแตน
1009304,ประสิทธิผลของรูปแบบการสร้างเสริมพฤติกรรมดูแลสุขภาพตนเองเพื่อการมีชีวิตที่ดีในผู้สูงอายุวัยต้น(อายุ 60-70 ปี) ตามแนวคิดพฤฒพลัง
1009306,<p>การพัฒนาโปรแกรมการออกกำลังกายด้วยนาฏศิลป์พื้นบ้านไทย เพื่อพัฒนาการทรงตัวในผู้สูงอายุ</p>
1009307,อัตลักษณ์ของลาวหลวงพระบางและลาวพลัดถิ่น &nbsp;ในจังหวัดเชียงราย &nbsp;ผ่านเพลงขับทุ้มหลวงพระบาง
1009344,แบบจำลองเชิงสาเหตุคุณภาพชีวิตของผู้ป่วยภายหลังรอดชีวิตจากโรคหลอดเลือดสมอง
1009321,การพัฒนาสูตรใยอาหารเฉพาะพันธกิจเพื่อเป็นอาหารเสริมในอาหารสำหรับสุกรหลังหย่านม
1009322,การศึกษาศักยภาพของผลิตผลพลอยได้จากการผลิตน้ำมันรำข้าวในด้านการเป็นแหล่งของสารเภสัชกรรมและการประยุกต์ใช้ในอาหาร
1009323,การพัฒนาอัตลักษณ์ผ้าไหมบุรีรัมย์สู่การออกแบบผลิตภัณฑ์เชิงพาณิชย์
1009351,<p>การสร้างข้อได้เปรียบในการจัดการทรัพยากรมนุษย์สู่ความสำเร็จทางการท่องเที่ยวเชิงกีฬากอล์ฟ จังหวัดเชียงใหม่</p>
1009324,การพัฒนาเกณฑ์การประเมินการจัดการคุณภาพสหกรณ์เครดิตยูเนี่ยน
1009337,<p>แนวทางการสร้างระบบการลงทะเบียนผู้กระทำผิดคดีทางเพศในประเทศไทย</p>
1009334,นวัตรังสรรค์การร้องเพลงพื้นบ้านไทยในมิติการขับร้องประสานเสียง
1009338,<h2>นิเวศวิทยาเชิงสังคมของการส่งเสริมสุขภาพกับคุณภาพชีวิตผู้สูงอายุโรคไม่ติดต่อเรื้อรังในชุมชนแออัด</h2>
